sl_no,project_name,agency,project_code,state,ministry,sector,approval_mm_yyyy,doc_original,doc_revised,cost_original_cr,cost_revised_cr,expenditure_cr,physical_progress_pct,report_period,cost_overrun_pct,time_overrun_months,planned_duration_months
1170,Belgaum-Khanapur Pkg I Km 0.000-Km 30.800 of NH-4A,NHAI,619164,Karnataka,Ministry of Road Transport & Highways,Roads & Highways,03/2018,09/2021,03/2027,1214.3,1195.74,917.82,75.63,2026-06,-1.5285,66.0,42
1171,6L of MH/KN Border Nimbal Village to KN/TS Border Singnodi Village from Km. 97.000 to Km. 162.500 in Yadgir of NH-150C Pkg-III,NHAI,619211,Karnataka,Ministry of Road Transport & Highways,Roads & Highways,03/2022,10/2025,11/2026,2104.7,2065.83,983.95,73.9,2026-06,-1.8468,13.0,43
1172,4L of Channarayapatna Bypass and Hassan Bypass with structures in Devihalli - Hassan section,NHAI,619214,Karnataka,Ministry of Road Transport & Highways,Roads & Highways,04/2020,01/2023,10/2026,688.0,684.54,600.43,82.34,2026-06,-0.5029,45.0,33
1173,4L Tumkur-Shimoga Pkg-I from Mallasandra to Karadi village of NH-206 from Km. 12.300 to Km. 65.195,NHAI,619218,Karnataka,Ministry of Road Transport & Highways,Roads & Highways,02/2018,10/2021,07/2026,1364.14,1692.12,1336.5,100.0,2026-06,24.043,57.0,44
1174,4L of Tumkur-Shimoga Pkg-II from Km 65.195 Karadi to Km 121.900 Banawara of NH-206,NHAI,619219,Karnataka,Ministry of Road Transport & Highways,Roads & Highways,02/2018,10/2021,12/2026,1505.85,1989.89,1297.99,99.98,2026-06,32.144,62.0,44
1175,Tumkur-Shimoga Pkg-III from Km 121.900 Banawara to Km 170.415 Bettadahalli of Old NH-206,NHAI,619220,Karnataka,Ministry of Road Transport & Highways,Roads & Highways,02/2018,03/2023,12/2026,1444.5,1834.81,872.92,98.0,2026-06,27.0204,45.0,61
1176,Widening to 2 Lanes with paved shoulders from Km.87/000 to 133/720 Nattukal to Thanau Jn. in Palakkad of NH-966 Old NH-213 on EPC mode Basis under NHO Annual Plan 2016-17 in the state of Kerala,MoRTH,618070,Kerala,Ministry of Road Transport & Highways,Roads & Highways,02/2017,08/2019,06/2026,294.28,315.63,0.0,98.0,2026-06,7.255,82.0,30
1177,6L of Chengala - Neeleshwaram from km. 56.200 to km. 93.468,NHAI,618595,Kerala,Ministry of Road Transport & Highways,Roads & Highways,06/2020,04/2024,03/2027,1746.45,2538.06,1447.31,90.82,2026-06,45.3268,35.0,46
1178,6L of Taliparamba to Muzhappilangad from Km 134.650 to Km 170.6 of NH-66,NHAI,618596,Kerala,Ministry of Road Transport & Highways,Roads & Highways,08/2020,05/2024,01/2028,2714.6,3557.65,2020.24,83.4,2026-06,31.0561,44.0,45
1179,6L of Azhiyur-Vengalam from km. 189.200 to km. 230.400 of NH-66,NHAI,618597,Kerala,Ministry of Road Transport & Highways,Roads & Highways,10/2020,07/2024,03/2028,3205.77,3898.46,2406.73,60.07,2026-06,21.6076,44.0,45
1180,6L Minor Bridge Paloli Palam at km. 203.160 & Major Bridge Morad at km. 204.895 and allied works,NHAI,618598,Kerala,Ministry of Road Transport & Highways,Roads & Highways,03/2020,06/2022,07/2026,210.0,216.94,190.46,100.0,2026-06,3.3048,49.0,27
1181,6L of Ramanatukkara Junction to start of Valanchery bypass section of NH-66,NHAI,618599,Kerala,Ministry of Road Transport & Highways,Roads & Highways,01/2021,07/2024,07/2026,4924.11,4919.46,3635.17,100.0,2026-06,-0.0944,24.0,42
1182,6L of Valanchery bypass to Kappirikkad of NH 66 from km. 298500 to km 335850,NHAI,618600,Kerala,Ministry of Road Transport & Highways,Roads & Highways,02/2021,07/2024,07/2026,4023.94,4023.94,2476.49,100.0,2026-06,0.0,24.0,41
1183,6L of Kappirikkad to Thalikulam section from km 335.85 to km 369.015 of NH - 66 old NH-17,NHAI,618601,Kerala,Ministry of Road Transport & Highways,Roads & Highways,06/2021,01/2025,06/2027,4225.59,4225.59,3329.11,95.27,2026-06,0.0,29.0,43
1184,6L of Thalikulam to Kodugallur section from km 369.015 to km 397.850 of NH - 66 old NH-17,NHAI,618602,Kerala,Ministry of Road Transport & Highways,Roads & Highways,06/2021,02/2025,06/2027,4302.06,4302.06,3312.67,94.55,2026-06,0.0,28.0,44
1185,6L of Kodugallur to Edapppally section from km 397.750 to km 423.780 of NH - 66 old NH-17,NHAI,618603,Kerala,Ministry of Road Transport & Highways,Roads & Highways,11/2021,04/2025,05/2027,3465.82,3606.2,2171.55,70.99,2026-06,4.0504,25.0,41
1186,Aroor-Thuravoor Thekku,NHAI,618604,Kerala,Ministry of Road Transport & Highways,Roads & Highways,08/2022,01/2026,12/2026,2429.52,2382.83,1791.8,91.27,2026-06,-1.9218,11.0,41
1187,Thuravoor Thekku-Paravoor,NHAI,618605,Kerala,Ministry of Road Transport & Highways,Roads & Highways,09/2021,09/2024,05/2027,2878.97,2638.67,2495.62,80.85,2026-06,-8.3467,32.0,36
1188,Paravoor-Kottankulangara,NHAI,618606,Kerala,Ministry of Road Transport & Highways,Roads & Highways,12/2021,02/2025,03/2027,3273.61,3200.24,2858.39,71.2,2026-06,-2.2413,25.0,38
1189,Kottankulangara- Start of Kollam Bypass,NHAI,618607,Kerala,Ministry of Road Transport & Highways,Roads & Highways,06/2021,10/2024,03/2027,2842.14,3680.49,2373.25,73.89,2026-06,29.4971,29.0,40
1190,Widening/Development of Existing NH-85 from Km 0.000 to Km 124.636 section to 2L/LPS section in the state of Kerala on EPC Mode under Bharatmala Pariyojana,NHAI,618708,Kerala,Ministry of Road Transport & Highways,Roads & Highways,09/2022,06/2025,03/2027,1187.47,1265.47,778.5,66.88,2026-06,6.5686,21.0,33
1191,Kozhikode Bypass Calicut Bypass Vengalam Jn. to Ramanattukara Jn.,NHAI,619098,Kerala,Ministry of Road Transport & Highways,Roads & Highways,02/2018,02/2023,07/2026,1424.77,2139.18,1064.53,98.75,2026-06,50.1421,41.0,60
1192,6L of Perole Nileshwar town to Taliparamba from Km 94.248 to Km 134.650 of NH-66,NHAI,619206,Kerala,Ministry of Road Transport & Highways,Roads & Highways,06/2020,01/2024,03/2027,3041.65,3867.66,2526.41,86.65,2026-06,27.1566,38.0,43
1193,Start of Kollam Bypass - Kadambattukonam,NHAI,619207,Kerala,Ministry of Road Transport & Highways,Roads & Highways,06/2021,03/2025,06/2027,2641.37,3309.06,1990.7,81.8,2026-06,25.2782,27.0,45
1194,Kadambattukonam-Kazhakuttom,NHAI,619208,Kerala,Ministry of Road Transport & Highways,Roads & Highways,12/2021,01/2025,05/2027,3635.64,3526.33,2124.09,44.34,2026-06,-3.0066,28.0,37
1195,Kargil Zanskar Road,NHIDCL,618408,Ladakh,Ministry of Road Transport & Highways,Roads & Highways,03/2021,01/2023,08/2026,398.37,398.37,325.95,95.02,2026-06,0.0,43.0,22
1196,Widening & Up-gradation to 2 lane with Paved shoulder of NH-301 Kargil- Zanskar Road from Design km 57.000 Ex. Km. 57.905 to Km 87.000 Ex. Km. 88.2491 of 30.000 Km length Pkg-lll,NHIDCL,618409,Ladakh,Ministry of Road Transport & Highways,Roads & Highways,03/2021,01/2023,07/2026,381.01,381.01,299.33,89.3,2026-06,0.0,42.0,22
1197,Widening & Up-gradation to 2 lane with paved shoulder of NH-301 Kargil- Zanskar Road from Design Km .30.040 Ex. Km. 30.000 to Design Km 57.000 Ex. Km. 57.905 of 26.960 Km length Pkg-II,NHIDCL,618410,Ladakh,Ministry of Road Transport & Highways,Roads & Highways,03/2021,01/2023,10/2026,404.89,404.89,359.99,84.68,2026-06,0.0,45.0,22
1198,Construction of Rewa Bypass to 4-lane with paved shoulder along with service road from Ratahara Chowk to Chorhata Chowk Road section of NH-30 from km 00.000 to 19.200 in the State of Madhya Pradesh on Hybrid Annuity Mode HAM.,MoRTH,617909,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,03/2024,02/2027,02/2027,648.05,648.05,0.0,50.0,2026-06,0.0,0.0,35
1199,Rehabilitation and upgradation Umaria to Shahdol section of NH-78 from Existing Km. 68/4 to Km. 142/2 to 2LPS including construction of Birshinghpur and Shahdol Bypass on EPC mode under NHDP-IVA,MoRTH,617911,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,03/2015,07/2017,08/2026,511.83,613.16,0.0,94.5,2026-06,19.7976,109.0,28
1200,Upgradation and reconstruction of Shahpura-Dindori Section of NH 45 from Km 103.700 Design to Km 164.580 Design including 3 bypasses Total length 60.88km to Two lane with paved shoulder configuration along with One time improvement in 03 nos of bypassed built-up areas in a total length of 12.341 km in the State of Madhya Pradesh on EPC mode,MoRTH,617914,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,03/2022,12/2025,06/2027,241.23,250.09,0.0,32.52,2026-06,3.6728,18.0,45
1201,Upgradation of Dindori-Sagartola-kabichabutra MP-CG border section of NH -45 from km 000Design to km 77.00 Design to Two lane with paved shoulder configration along with one time improvement in 04 nos. of bypaased built-up areas in a total length of 9.1 km in the state of Madhya Pradesh on EPC mode.,MoRTH,617915,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,01/2022,09/2025,07/2026,329.14,319.09,0.0,100.0,2026-06,-3.0534,10.0,44
1202,Upgradation & widening of Jharkheda- Berasia - Dholkhedi from design km 0000 to km 87900 Design length 87.90km of NH-346 including 3 nos. bypasses of 13.10 Km in the State of Madhya Pradesh under EPC mode.,MoRTH,618019,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,03/2022,05/2025,09/2026,365.21,365.21,0.0,89.0,2026-06,0.0,16.0,38
1203,"Rehabilitation & Upgradation of KurwaiMungaoliChanderi Road section of NH-346, from Design Chainge 0.000 to 81.300 Km Total length 83.1 km to Two lane with paved shoulder configuration along with One time improvement in 07 nos of bypassed built- up areas in a total length of 22.615 km in the state of Madhya Pradesh on EPC mode.",MoRTH,618020,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,03/2022,02/2025,12/2026,386.49,386.49,164.41,67.57,2026-06,0.0,22.0,35
1204,Up-gradation of Pichhore- Dinara section of NH-346 from Km 292.750 to 334.550 to two lane with paved shoulders in the state of Madhya Pradesh on EPC mode,MoRTH,618021,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,02/2024,06/2027,06/2027,425.97,425.97,0.0,31.29,2026-06,0.0,0.0,40
1205,Rehabilitation & Upgradation of existing intermediate lane to two Lane with paved shoulder from km. 0.600 Gulganj bypass on NH-34 to km. 43.00 Barna River length 42.400 km. on Gulganj-Amanganj-Pawai-Katni NH43 Extn. in the state of Madhya Pradesh on EPCmode.,MoRTH,618035,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,03/2023,05/2026,12/2026,275.4,275.4,0.0,54.25,2026-06,0.0,7.0,38
1206,Upgradation and reconstruction of existing intermediate lane to two Lane with paved shoulder configuration from km. 43.00 Barna River to km. 77.00 ken river length 34.00 km. on Gulganj-Amanganj-Pawai-Katni NH43 Extn. along with One time improvement in 01 no. of bypassed built-up area in a total length of 1.585 km in the state of Madhya Pradesh on EPCmode.,MoRTH,618036,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,03/2023,11/2026,03/2027,315.55,315.55,0.0,40.02,2026-06,0.0,4.0,44
1207,Upgradation and reconstruction of Dindori - Mandla Section of NH 543 from Km 77100 Design to Km 170580 Design Total length 93.48km to Two lane with paved shoulder configuration along with One time improvement in 04 nos of bypassed built-up areas in a total length of 7.23 km in the state of Madhya Pradesh on EPC mode,MoRTH,618043,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,03/2022,07/2026,09/2026,492.12,523.71,0.0,88.0,2026-06,6.4192,2.0,52
1208,Upgradation of Shahdol- Sagartola Section of NH 543 from km 0000 to km 69400 to 2 lane with paved shoulders under Hybrid Annuity Mode HAM in the State of Madhya Pradesh,MoRTH,618044,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,02/2024,03/2028,-,851.4,851.4,0.0,0.0,2026-06,0.0,,49
1209,"Construction of Kaithi-Padaria Kala bypass, Patna-Tamoli bypass, Jaso bypass and Nagod bypass total length 15.44 Km to 2-lane with paved shoulders flexible pavement on NH-943 in the State of Madhya Pradesh on EPC Mode.",MoRTH,618068,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,03/2022,10/2025,12/2026,158.36,158.36,0.0,60.0,2026-06,0.0,14.0,43
1210,Upgradation of Nasrullagani-Rehti-Budhni Scction to 2-lane with paved shoulder from Km 0150 to Km 50500 of NH-146B in the state of Madhya Pradesh on EPC mode.,MoRTH,618085,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,12/2021,10/2024,08/2026,305.12,293.74,0.0,89.07,2026-06,-3.7297,22.0,34
1211,"Construction of Kasrawad bypass, Selani bypass, Khargone bypass & Bistan bypass Total length. 31.950 km Section of NH-347 C to Two lane with paved shoulder configuration in the State of Madhya Pradesh on EPC mode.",MoRTH,618129,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,03/2023,12/2026,12/2026,467.93,467.93,0.0,86.03,2026-06,0.0,0.0,45
1212,"Construction of Morena bypass, Ambah bypass & Porsa bypass Totat length 27.16 km Section of NH-552 Ext. to TWo lane with paved shoulder configuration in the state of Madhya Pradesh on EPC mode",MoRTH,618156,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,02/2023,10/2026,10/2026,492.66,492.66,0.0,73.5,2026-06,0.0,0.0,44
1213,Construction of Ater realignment & Bhind bypass Total length. 21.50 km Section of NH-552Extn. to Two lane with paved shoulder configuration in the State of Madhya Pradesh on EPC mode.,MoRTH,618157,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,03/2023,06/2026,12/2026,348.06,348.06,0.0,79.0,2026-06,0.0,6.0,39
1214,"Upgradation of Goras to Shyampur Road section of NH-552 Ext., from Design Chainge 48.400 to 111.800 Km Total length 63.40 km to two lane with paved shoulder configuration along with One time improvement of 8.91 km in the state of Madhya Pradesh on EPC mode",MoRTH,618158,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,03/2023,12/2026,12/2026,416.96,416.96,0.0,15.49,2026-06,0.0,0.0,45
1215,Construction of Two lane with paved shoulder configuration of Shujalpur Bypass section of NH-752C from km 33100 Design to km. 42570 Design total design length 10.470 km in the State of Madhya Pradesh on EPC mode.,MoRTH,618170,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,03/2023,09/2025,12/2026,214.07,214.07,0.0,41.59,2026-06,0.0,15.0,30
1216,"Work of Upgradation of Jirapur-Pachore Road including Pachore, Jirapur, Chhapiheda & Khujner Bypasses from 0000 to 58790 Design Length 58.79 Km section of NH-752C to 2LPS in the State of Madhya Pradesh under EPC mode",MoRTH,618171,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,03/2022,01/2026,12/2026,352.69,352.69,0.0,57.26,2026-06,0.0,11.0,46
1217,Bypass on Western side of Gwalior City,NHAI,618619,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,03/2025,01/2028,01/2028,998.95,998.95,195.11,0.0,2026-06,0.0,0.0,34
1218,"Additional works 2VUPs, MR-10 junction flyover and underpass in Six lane Indore- Dewas section of NH-52 in the state of Madhya Pradesh on EPC Mode",NHAI,618620,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,08/2022,07/2024,03/2027,207.77,211.27,142.54,79.72,2026-06,1.6846,32.0,23
1219,Indore - Edlabad Pkg-II [Tejajinagar to Balwara],NHAI,618621,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,03/2022,01/2025,10/2026,1162.8,1530.82,811.16,87.3,2026-06,31.6495,21.0,34
1220,4L of Indore - Boregaon Pkg-III [Balwara to Dhangaon] from km. 42.260 to km. 82.660 of NH347BG & 753L,NHAI,618622,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,01/2021,04/2024,10/2026,1001.69,888.81,825.56,90.5,2026-06,-11.269,30.0,39
1221,4L Boregaon Buzurg to Shahpur Pkg I of Boregaon Buzurg to Muktainagar of NH 753L,NHAI,618623,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,11/2022,01/2026,10/2026,1504.37,1132.34,527.34,90.1,2026-06,-24.73,9.0,38
1222,4L Greenfield Rudhi to Deshgaon Pkg V of Betul-Khandwa/Deshgaon,NHAI,618654,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,11/2022,10/2025,08/2027,521.21,469.68,199.48,63.79,2026-06,-9.8866,22.0,35
1223,2L PS of Roshni to Ashapur Section of NH-347B from Design KM Ch. 89.900 to 114.000 KM Package III of Betul Khandwa,NHAI,618655,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,03/2024,08/2026,08/2026,200.99,120.75,126.72,98.26,2026-06,-39.9224,0.0,29
1224,4L from km 0.000 to 42.040 Bhopal Ratnaigiri Tiraha to Vidisha Morikodi,NHAI,618661,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,10/2024,11/2027,11/2027,1032.3,1038.18,178.3,17.11,2026-06,0.5696,0.0,37
1225,4L Vidisha Gyaraspur section of NH-146 from Design Chainage km 59475 existing chainage km 81240 to Design Chainage km 88361 existing chainage km 110.315,NHAI,618662,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,10/2024,03/2028,03/2028,980.2,980.2,96.41,11.1,2026-06,0.0,0.0,41
1226,i 4L Vidisha to Hinotiya from km 0.000 to Km 27.000 Vidisha Mehulwa-Talbehat Pkg- I Section of NH- 346 and ii 4L Vidisha to Morikori from Km 39.000 to 59.476 section of NH-146,NHAI,618663,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,09/2022,12/2025,12/2026,1003.87,941.12,398.13,90.04,2026-06,-6.2508,12.0,39
1227,Berkhedi to Godpehra on NH-44 Sagar link road,NHAI,618664,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,02/2022,11/2024,12/2026,524.84,471.31,385.96,92.05,2026-06,-10.1993,25.0,33
1228,4- Laning of Mohari to Satai Ghat section NH-934 from Km 50300 to Km 89875 Total length 39.575 km Package-2 in the State of Madhya Pradesh on EPC Mode,NHAI,618666,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,08/2022,08/2026,08/2026,710.92,539.08,505.77,95.66,2026-06,-24.1715,0.0,48
1229,4L of near Satai Ghat to Chowka section of NH-34 from D. Ch. 89.875 to D. Ch. 145.000 Package-3,NHAI,618667,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,10/2024,10/2027,10/2027,1005.59,882.21,193.1,34.92,2026-06,-12.2694,0.0,36
1230,4-lanning of Rahatgarh to Berkhedi section of NH-146 from Design Ch 124470 to Ch. 134.549,NHAI,618671,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,03/2025,12/2027,12/2027,618.33,342.69,53.13,12.07,2026-06,-44.5781,0.0,33
1231,4-lanning of Gyaraspur to Rahatgarh section of NH-146 from Design Ch. 88361 to Ch 124470 in the state of MP on HAM mode,NHAI,618672,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,10/2024,11/2027,11/2027,903.44,592.44,169.75,33.14,2026-06,-34.424,0.0,37
1232,Outer Ring Road of Jabalpur Town from Manegaon to NH-45 Pkg-2,NHAI,618684,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,11/2022,03/2026,03/2027,917.26,786.47,512.57,75.61,2026-06,-14.2588,12.0,40
1233,Outer Ring Road of Jabalpur Town from NH45 to Kushner Pkg-3,NHAI,618685,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,09/2022,03/2026,12/2026,911.24,773.23,552.0,79.8,2026-06,-15.1453,9.0,42
1234,Outer Ring Road of Jabalpur Town from Kushner to Amjhar Road including Airport Connectivity Pkg-IV,NHAI,618686,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,08/2022,03/2026,11/2026,612.94,509.82,363.91,79.63,2026-06,-16.8238,8.0,43
1235,Outer Ring Road of Jabalpur Town from Barela to Manegaon Pkg-1,NHAI,618687,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,09/2022,03/2025,08/2026,652.33,651.88,483.18,89.72,2026-06,-0.069,17.0,30
1236,Outer Ring Road of Jabalpur Town from Amjhar Road including Airport Connectivity to barela Pkg-V,NHAI,618688,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,10/2024,10/2027,10/2027,794.7,539.9,84.37,30.26,2026-06,-32.0624,0.0,36
